日期,開盤,最高,最低,收盤,漲跌,RSV,%K,%D,state,days,y,DI,EMA12,EMA26,DIF,MACD,mstate,mdays
2019/3/29,78.7,79.15,78.25,79.15,0.65,0.84,73.14362645,77.73857147,0,5,0.7,78.925,78.28493837,77.58851556,0.696422817,0.665878041,1,11
2019/3/28,78.3,78.6,78.15,78.5,0,0.514285714,67.71543968,80.03604398,0,4,0.65,78.4375,78.16856353,77.4815968,0.686966732,0.658241847,1,10
2019/3/27,78.45,78.7,78.2,78.5,-0.15,0.630434783,75.85887381,86.19634613,0,3,0,78.475,78.11966599,77.40512455,0.714541448,0.651060626,1,9
2019/3/26,78.5,78.7,78.4,78.65,0.5,0.695652174,82.26657158,91.36508229,0,2,-0.15,78.6,78.05505981,77.31953451,0.735525302,0.635190421,1,8
2019/3/25,78.1,78.35,78,78.15,-1.2,0.47826087,88.61724867,95.91433764,0,1,0.5,78.1625,77.95597978,77.21709727,0.738882507,0.610106701,1,7
2019/3/22,79.5,79.7,79.05,79.35,0.2,1.066666667,109.0128295,99.56288212,1,8,-1.2,79.3625,77.91843065,77.14146505,0.776965594,0.577912749,1,6
2019/3/21,78.8,79.15,78.65,79.15,0.65,1.26,110.185911,94.83790841,1,7,0.2,79.025,77.65587258,76.96378226,0.692090325,0.528149538,1,5
2019/3/20,78.35,78.55,78.2,78.5,0.1,1.041666667,102.2788664,87.16390714,1,6,0.65,78.4375,77.40694032,76.79888484,0.608055486,0.487164341,1,4
2019/3/19,78.1,78.4,77.85,78.4,0.3,1.142857143,101.3349663,79.60642749,1,5,0.1,78.2625,77.21956584,76.66779562,0.551770213,0.456941555,1,3
2019/3/18,77.75,78.1,77.65,78.1,0.5,1.3125,94.85959236,68.74215806,1,4,0.3,77.9875,77.02994144,76.54021927,0.489722169,0.433234391,1,2
2019/3/15,77.35,77.7,77.15,77.6,0.55,1.28,76.66438855,55.68344091,1,3,0.5,77.5125,76.85583989,76.42443682,0.431403072,0.419112446,1,1
2019/3/14,77.3,77.4,76.95,77.05,-0.05,0.636363636,50.99658282,45.19296709,1,2,0.55,77.1125,76.73644714,76.33739176,0.399055379,0.41603979,0,5
2019/3/13,77.05,77.2,76.8,77.1,-0.15,0.647058824,44.67669241,42.29115923,1,1,-0.05,77.05,76.66807389,76.2753831,0.39269079,0.420285892,0,4
2019/3/12,76.85,77.45,76.8,77.25,1.1,0.735294118,34.66209744,41.09839263,0,7,-0.15,77.1875,76.59863278,76.21341375,0.385219032,0.427184668,0,3
2019/3/11,75.85,76.15,75.7,76.15,0.15,0.088235294,15.22844027,44.31654023,0,6,1.1,76.0375,76.49156601,76.13548685,0.356079165,0.437676077,0,2
2019/3/8,76.2,76.35,75.8,76,-0.65,-0.619047619,18.4308957,58.86059021,0,5,0.15,76.0375,76.57412347,76.1433258,0.430797674,0.458075305,0,1
2019/3/7,76.9,77.05,76.6,76.65,-0.3,0.222222222,58.59872451,79.07543747,0,4,-0.65,76.7375,76.67169137,76.15179186,0.519899514,0.464894712,1,21
2019/3/6,76.85,77.05,76.75,76.95,0.2,0.659090909,76.78697565,89.31379395,0,3,-0.3,76.925,76.65972617,76.10493521,0.55479096,0.451143512,1,20
2019/3/5,76.6,76.9,76.45,76.75,-0.2,0.568181818,82.22591802,95.57720309,0,2,0.2,76.7125,76.61149456,76.03933003,0.572164538,0.42523165,1,19
2019/3/4,77.55,77.55,76.7,76.95,-0.7,0.716981132,94.92978612,102.2528456,0,1,-0.2,77.0375,76.59312994,75.98547643,0.607653512,0.388498428,1,18
2019/2/27,77.7,77.7,77.35,77.65,-0.05,0.981132075,106.5456226,105.9143754,1,13,-0.7,77.5875,76.51233538,75.90131454,0.611020841,0.333709657,1,17
2019/2/26,77.65,77.8,77.3,77.7,0.2,1.081632653,110.7618301,105.5987518,1,12,-0.05,77.625,76.31685091,75.76641971,0.550431202,0.264381861,1,16
2019/2/25,77.35,77.75,77.3,77.5,0.55,1.195121951,112.0611125,103.0172126,1,11,0.2,77.5125,76.07900562,75.61773328,0.461272336,0.192869526,1,15
2019/2/22,76.95,76.95,76.5,76.95,-0.15,0.926829268,108.3355712,98.49526273,1,10,0.55,76.8375,75.81837028,75.46615195,0.352218331,0.125768823,1,14
2019/2/21,76.4,77.1,76.4,77.1,0.75,1.375,116.1618933,93.57510851,1,9,-0.15,76.925,75.63307396,75.3564441,0.276629863,0.069156446,1,13
2019/2/20,75.9,76.5,75.9,76.35,0.85,1.538461538,105.49284,82.2817161,1,8,0.75,76.275,75.39817832,75.23095963,0.167218692,0.017288092,1,12
2019/2/19,75.7,75.7,75.5,75.5,-0.15,0.884615385,81.31618306,70.67615415,1,7,0.85,75.55,75.2387562,75.1474364,0.091319798,-0.020194558,1,11
2019/2/18,75.5,75.9,75.5,75.65,0.6,1,77.74350536,65.3561397,1,6,-0.15,75.675,75.18216642,75.11523131,0.066935104,-0.048073147,1,10
2019/2/15,75.3,75.6,74.9,75.05,-0.2,0.625,66.61525804,59.16245687,1,5,0.6,75.15,75.09256031,75.07044982,0.022110492,-0.07682521,1,9
2019/2/14,75.5,75.75,75.25,75.25,-0.25,0.794871795,68.67288706,55.43605629,1,4,-0.2,75.375,75.08211673,75.0640858,0.018030927,-0.101559136,1,8
2019/2/13,75.95,75.95,75.4,75.5,-0.15,0.923076923,63.26574084,48.81764091,1,3,-0.25,75.5875,75.02886523,75.03921267,-0.010347441,-0.131456651,1,7
2019/2/12,75.35,75.75,75.35,75.65,0.5,0.696428571,48.74476511,41.59359095,1,2,-0.15,75.6,74.92729527,74.99534968,-0.068054414,-0.161733954,1,6
2019/2/11,75.35,75.65,74.85,75.15,0.8,0.517857143,38.29571909,38.01800386,1,1,0.5,75.2,74.80498531,74.94697765,-0.14199234,-0.185153839,1,5
2019/1/30,74.5,74.65,74.2,74.35,-0.15,0.232142857,31.55072149,37.87914625,0,7,0.8,74.3875,74.73316446,74.92673587,-0.193571404,-0.195944213,1,4
2019/1/29,74.5,74.55,74.2,74.5,-0.65,0.285714286,35.71893938,41.04335863,0,6,-0.15,74.4375,74.79601255,74.96987474,-0.173862189,-0.196537416,1,3
2019/1/28,75.15,75.45,75.05,75.15,0.15,0.517857143,39.29269479,43.70556825,0,5,-0.65,75.2,74.86119665,75.01246471,-0.151268069,-0.202206222,1,2
2019/1/25,74.6,75.1,74.55,75,0.95,0.464285714,33.04618504,45.91200498,0,4,0.15,74.9125,74.79959604,74.99746189,-0.197865856,-0.214940761,1,1
2019/1/24,73.95,74.15,73.75,74.05,0.35,0.125,26.35499185,52.34491495,0,3,0.95,74,74.77906804,75.00425884,-0.2251908,-0.219209487,0,1
2019/1/23,74,74,73.65,73.7,-0.35,-0.142857143,33.28248778,65.3398765,0,2,0.35,73.7625,74.92071678,75.08459955,-0.163882773,-0.217714158,1,11
2019/1/22,74.4,74.4,73.8,74.05,-2.45,-0.441176471,57.06658881,81.36857087,0,1,-0.35,74.075,75.13130165,75.19036751,-0.059065868,-0.231172005,1,10
2019/1/21,76.35,76.7,76.25,76.5,0.55,1.239130435,107.6587067,93.5195619,1,11,-2.45,76.4875,75.32335649,75.27959692,0.043759575,-0.274198539,1,9
2019/1/18,75.75,76.1,75.4,75.95,0.4,1.15,99.53153837,86.44998947,1,10,0.55,75.85,75.11169403,75.18296467,-0.071270634,-0.353688067,1,8
2019/1/17,75.6,75.9,75.15,75.55,0,0.971014493,91.79730756,79.90921502,1,9,0.4,75.5375,74.97745659,75.12960184,-0.152145256,-0.424292426,1,7
2019/1/16,75.65,75.7,75.35,75.55,-0.1,0.971014493,89.1452367,73.96516876,1,8,0,75.5375,74.87563051,75.09696999,-0.221339479,-0.492329218,1,6
2019/1/15,75.05,75.8,75.05,75.65,0.65,1.045454545,85.16713041,66.37513478,1,7,-0.1,75.5375,74.7552906,75.06172759,-0.306436985,-0.560076653,1,5
2019/1/14,75.45,75.45,74.75,75,-0.5,0.848484848,75.47796835,56.97913697,1,6,0.65,75.05,74.61307071,75.0236658,-0.410595082,-0.62348657,1,4
2019/1/11,75.3,75.75,75.15,75.5,0.7,1,70.7927101,47.72972128,1,5,-0.5,75.475,74.53362903,75.02155906,-0.487930034,-0.676709442,1,3
2019/1/10,74.8,74.9,74.5,74.8,-0.2,0.787878788,56.18906514,36.19822687,1,4,0.7,74.75,74.36247067,74.98528378,-0.622813118,-0.723904294,1,2
2019/1/9,73.95,75.15,73.95,75,1.35,0.848484848,44.88965832,26.20280774,1,3,-0.2,74.775,74.29201079,75.00410649,-0.712095699,-0.749177089,1,1
2019/1/8,74.15,74.15,73.55,73.65,-0.3,0.439393939,24.91024506,16.85938244,1,2,1.35,73.75,74.20419457,75.02243501,-0.818240439,-0.758447436,0,4
2019/1/7,73.55,74.05,73.25,73.95,1.75,0.53030303,15.39567061,12.83395114,1,1,-0.3,73.8,74.2867754,75.12422981,-0.837454409,-0.743499185,0,3
2019/1/4,72.8,72.8,72,72.2,-1.15,-0.534883721,-3.421645593,11.5530914,0,1,1.75,72.3,74.37528002,75.23016819,-0.854888176,-0.720010379,0,2
2019/1/3,73.8,74,73.25,73.35,-0.7,-0.085106383,21.61171766,19.04045989,1,3,-1.15,73.4875,74.75260365,75.46458165,-0.711977992,-0.68629093,0,1
2018/12/28,75.1,75.5,74.85,75.5,0.45,0.829787234,36.67289564,17.75483101,1,2,-0.7,75.3375,74.9826225,75.62274818,-0.640125677,-0.679869164,1,1
2018/12/27,74.8,75.15,74.5,75.05,1.5,0.625,13.51998175,8.295798693,1,1,0.45,74.9375,74.91809932,75.64556803,-0.727468713,-0.689805036,0,5
2018/12/26,74,74.3,73.5,73.55,-0.2,-0.090909091,-10.97002737,5.683707163,0,4,1.5,73.725,74.91457192,75.70221347,-0.787641552,-0.680389117,0,4
2018/12/25,74.15,74.15,73.3,73.75,-0.95,-0.59375,-11.90958652,14.01057443,0,3,-0.2,73.7375,75.13085773,75.86039055,-0.729532826,-0.653576008,0,3
2018/12/24,74.85,75,74.55,74.7,-0.15,-0.103448276,11.82312023,26.97065491,0,2,-0.95,74.7375,75.3841955,76.0302218,-0.646026302,-0.634586803,0,2
2018/12/22,74.85,74.85,74.7,74.85,-0.35,-0.16,22.90709413,34.54442225,0,1,-0.15,74.8125,75.50177649,76.13363954,-0.631863047,-0.631726928,0,1
2018/12/21,74.95,75.25,74.45,75.2,0.15,0.405405405,42.3606412,40.3630863,1,5,-0.35,75.025,75.62709949,76.2393307,-0.612231211,-0.631692899,1,7
2018/12/20,75,75.55,75,75.05,-0.85,0.324324324,43.27069153,39.36430885,1,4,0.15,75.1625,75.73657213,76.33647716,-0.599905032,-0.636558321,1,6
2018/12/19,75.5,75.95,75.35,75.9,0.6,0.783783784,48.68982108,37.41111752,1,3,-0.85,75.775,75.84094888,76.43039533,-0.589446454,-0.645721643,1,5
2018/12/18,75.5,75.55,75.05,75.3,-0.65,0.386363636,33.84554243,31.77176574,1,2,0.6,75.3,75.85293958,76.48282696,-0.629887376,-0.65979044,1,4
2018/12/17,75.35,76.05,75.15,75.95,0.6,0.394736842,31.45013182,30.73487739,1,1,-0.65,75.775,75.95347405,76.57745312,-0.623979063,-0.667266206,1,3
2018/12/14,75.8,75.8,74.95,75.35,-0.95,0.206896552,27.43835563,30.37725017,0,7,0.6,75.3625,75.98592388,76.64164937,-0.655725484,-0.678087992,1,2
2018/12/13,76.2,76.5,75.95,76.3,0.1,0.425287356,30.81270586,31.84669745,0,6,-0.95,76.2625,76.09927368,76.74398132,-0.644707636,-0.683678619,1,1
2018/12/12,75.65,76.25,75.4,76.2,1.15,0.402298851,24.95469097,32.36369324,0,5,0.1,76.0125,76.06959617,76.78249982,-0.712903655,-0.693421365,0,3
2018/12/11,74.5,75.1,74.45,75.05,0.6,0.137931034,17.31709392,36.06819438,0,4,1.15,74.9125,76.07997729,76.84409981,-0.764122519,-0.688550793,0,2
2018/12/10,74.5,74.9,74.45,74.45,-1,-0.175675676,19.07908916,45.44374461,0,3,0.6,74.5625,76.29224589,76.99862779,-0.706381906,-0.669657861,0,1
2018/12/7,75.6,75.75,75.3,75.45,0.35,0.094594595,37.40241752,58.62607234,0,2,-1,75.4875,76.60674514,77.19351801,-0.586772877,-0.66047685,1,10
2018/12/6,75.85,75.85,74.85,75.1,-1.55,-0.072463768,51.37389655,69.23789975,0,1,0.35,75.225,76.81024425,77.32999946,-0.519755203,-0.678902843,1,9
2018/12/5,77.1,77.2,76.65,76.65,-1.6,0.376811594,80.68403323,78.16990134,1,8,-1.55,76.7875,77.09847048,77.49839941,-0.399928931,-0.718689753,1,8
2018/12/4,78.5,78.5,78.1,78.25,-0.55,0.84057971,102.1854701,76.9128354,1,7,-1.6,78.275,77.15501057,77.55527136,-0.400260797,-0.798379958,1,7
2018/12/3,77.85,79,77.8,78.8,2.05,2.029411765,111.2492197,64.27651803,1,6,-0.55,78.6,76.95137613,77.49769307,-0.546316948,-0.897909748,1,6
2018/11/30,77.2,77.35,76.75,76.75,-0.3,0.823529412,65.40324132,40.79016719,1,5,2.05,76.9,76.65162633,77.40950852,-0.75788219,-0.985807948,1,5
2018/11/29,77.7,77.95,77.05,77.05,0.15,1.0625,56.92839139,28.48363013,1,4,-0.3,77.275,76.60646748,77.4502692,-0.84380172,-1.042789387,1,4
2018/11/28,76.15,76.95,75.75,76.9,0.85,0.688888889,32.26758708,14.2612495,1,3,0.15,76.625,76.48491611,77.46429074,-0.979374624,-1.092536304,1,3
2018/11/27,75.95,76.05,75.2,76.05,-0.1,0.311111111,13.95693618,5.258080701,1,2,0.85,75.8375,76.45944632,77.531434,-1.07198768,-1.120826724,1,2
2018/11/26,75.9,76.95,75.75,76.15,0.8,0.355555556,5.379848717,0.908652961,1,1,-0.1,76.25,76.57252747,77.66694872,-1.094421251,-1.133036486,1,1
2018/11/23,75.7,75.85,75.05,75.35,-0.25,-0.104166667,-9.708004703,-1.326944917,0,9,0.8,75.4,76.63116882,77.78030461,-1.149135791,-1.142690294,0,1
2018/11/22,76.1,76.25,75.6,75.6,-0.4,-0.2,-9.353673721,2.863584976,0,8,-0.25,75.7625,76.8550177,77.97072898,-1.115711284,-1.14107892,1,16
2018/11/21,75.3,76.05,74.85,76,0,0,-4.030510581,8.972214325,0,7,-0.4,75.725,77.05365728,78.1473873,-1.09373002,-1.147420829,1,15
2018/11/20,76.4,76.5,75.75,76,-0.7,-0.325581395,-6.045765872,15.47357678,0,6,0,76.0625,77.29523133,78.34117829,-1.045946953,-1.160843531,1,14
2018/11/19,77.05,77.15,76.6,76.7,-0.25,-0.131578947,7.210420959,26.2332481,0,5,-0.7,76.7875,77.5193643,78.52347255,-1.004108247,-1.189567675,1,13
2018/11/16,77.95,77.95,76.85,76.95,-0.65,-0.085714286,17.39457881,35.74466167,0,4,-0.25,77.175,77.65243054,78.66235035,-1.009919814,-1.235932532,1,12
2018/11/15,77.5,77.65,76.75,77.6,0.25,0.285714286,30.3775825,44.91970311,0,3,-0.65,77.4,77.73923609,78.78133838,-1.04210229,-1.292435712,1,11
2018/11/14,77.25,77.4,77,77.35,0.25,0.142857143,31.28065946,52.19076341,0,2,0.25,77.275,77.80091538,78.89184545,-1.090930071,-1.355019068,1,10
2018/11/13,76.15,77.25,75.7,77.1,-0.9,-0.346153846,39.77813205,62.64581539,0,1,0.25,76.7875,77.89653636,79.02119309,-1.124656729,-1.421041317,1,9
2018/11/12,77.75,78.3,77.55,78,0.2,0.706896552,76.97489038,74.07965706,1,10,-0.9,77.9625,78.09817933,79.19988853,-1.101709202,-1.495137464,1,8
2018/11/9,78.5,78.5,77.65,77.8,-1.05,0.661290323,80.11750798,72.6320404,1,9,0.2,77.9375,78.1228483,79.29887962,-1.176031315,-1.593494529,1,7
2018/11/8,79.15,79.4,78.5,78.85,0.45,1.061538462,87.11174584,68.88930661,1,8,-1.05,78.9,78.15654799,79.40778999,-1.251241993,-1.697860333,1,6
2018/11/7,78.2,78.55,78.05,78.4,0.4,0.923076923,77.59069569,59.77808699,1,7,0.45,78.35,78.0213749,79.44841318,-1.427038284,-1.809514918,1,5
2018/11/6,78.45,78.5,77.75,78,-0.25,0.8,70.23219738,50.87178265,1,6,0.4,78.0625,77.96162488,79.53628624,-1.574661357,-1.905134076,1,4
2018/11/5,78.1,78.25,77.6,78.25,-0.4,0.876923077,65.34829607,41.19157528,1,5,-0.25,78.0875,77.94328395,79.65418914,-1.710905187,-1.987752256,1,3
2018/11/2,78.4,78.8,78,78.65,0.25,0.855263158,54.17629025,29.11321489,1,4,-0.4,78.525,77.91706285,79.77952427,-1.862461417,-2.056964023,1,2
2018/11/1,77.85,78.45,77.55,78.4,0.85,0.769230769,38.50127748,16.58167721,1,3,0.25,78.2,77.80652883,79.87988621,-2.073357386,-2.105589675,1,1
2018/10/31,76.6,77.55,76.6,77.55,1.6,0.551282051,19.29037777,5.621877073,1,2,0.85,77.3125,77.73498861,80.01427711,-2.279288496,-2.113647747,0,20
2018/10/30,75.8,76.25,75.5,75.95,0.2,0.1375,1.371464085,-1.212373274,1,1,1.6,75.9125,77.81180472,80.23041928,-2.418614553,-2.072237559,0,19
2018/10/29,75.85,76.1,75.35,75.75,0.35,0.0875,-4.817803873,-2.504291953,0,4,0.2,75.7375,78.15713286,80.57585282,-2.418719964,-1.985643311,0,18
2018/10/26,76.25,76.45,74.5,75.4,-0.1,-0.025641026,-11.60170581,-1.347535993,0,3,0.35,75.4375,78.5970661,80.96292104,-2.365854943,-1.877374148,0,17
2018/10/25,75.5,76.2,75.3,75.5,-1.9,-0.716981132,-16.12050743,3.779548915,0,2,-0.1,75.625,79.17153267,81.40495473,-2.233422063,-1.755253949,0,16
2018/10/24,77.8,77.95,76.7,77.4,-0.35,0,11.66829546,13.72957709,0,1,-1.9,77.3625,79.81635679,81.86735111,-2.05099432,-1.63571192,0,15
2018/10/23,78.1,78.6,77.7,77.75,-1.45,0.05982906,17.50244318,14.7602179,1,7,-0.35,77.95,80.26251257,82.2277392,-1.965226629,-1.53189132,0,14
2018/10/22,78.35,79.55,78,79.2,-0.1,0.307692308,23.26221178,13.38910527,1,6,-1.45,78.9875,80.6829694,82.56995833,-1.886988935,-1.423557493,0,13
2018/10/19,78.2,79.3,78,79.3,0.15,0.314049587,19.50870229,8.452552006,1,5,-0.1,78.975,80.99123656,82.856555,-1.865318438,-1.307699633,0,12
2018/10/18,79.5,79.75,78.95,79.15,-0.25,0.233333333,13.5605741,2.924476863,1,4,0.15,79.25,81.35782502,83.1670794,-1.809254373,-1.168294932,0,11
2018/10/17,80.45,80.5,79.35,79.4,0.1,0.233918129,8.674194479,-2.393571754,1,3,-0.25,79.6625,81.74106594,83.48044575,-1.739379811,-1.008055071,0,10
2018/10/16,79,79.5,78.6,79.3,0.1,0.219653179,1.315385286,-7.92745487,1,2,0.1,79.175,82.11898702,83.78588141,-1.666894391,-0.825223887,0,9
2018/10/15,79.5,79.5,78.65,79.2,-0.85,0.180904523,-9.00958103,-12.54887495,1,1,0.1,79.1375,82.65425738,84.15475192,-1.500494537,-0.614806261,0,8
2018/10/12,77.7,80.05,77.5,80.05,2.65,0.266331658,-22.55959768,-14.31852191,0,8,-0.85,79.4125,83.29366782,84.55613208,-1.262464257,-0.393384192,0,7
2018/10/11,80.15,80.15,77.35,77.4,-5.85,-1.287356322,-47.15597943,-10.19798402,0,7,2.65,78.075,83.99933469,84.96762264,-0.968287947,-0.176114175,0,6
2018/10/9,83.05,83.4,82.8,83.25,0.25,0.057471264,-6.36615305,8.281013677,0,6,-5.85,83.175,85.07648646,85.51903245,-0.442545996,0.021929268,0,5
2018/10/8,82.95,83.4,82.5,83,-0.45,-0.115384615,-12.42279279,15.60459704,0,5,0.25,82.975,85.42221127,85.70655505,-0.284343781,0.138048084,0,4
2018/10/5,84.5,84.5,83,83.45,-1.45,-0.591836735,-12.86495842,29.61829196,0,4,-0.45,83.6,85.86715877,85.92507945,-0.057920682,0.24364605,0,3
2018/10/4,85.7,85.7,84.8,84.9,-1.05,-0.689655172,10.29439911,50.85991714,0,3,-1.45,85.075,86.27936946,86.11108581,0.168283647,0.319037733,0,2
2018/10/3,86.05,86.3,85.8,85.95,-0.1,0.034482759,49.92435728,71.14267616,0,2,-1.05,86,86.49834572,86.19397267,0.304373047,0.356726254,0,1
2018/10/2,87.25,87.25,86,86.05,-1.3,0.333333333,73.16239799,81.75183561,0,1,-0.1,86.3375,86.58895403,86.20949049,0.379463546,0.369814556,1,5
2018/10/1,86.9,87.4,86.9,87.35,0.45,1,93.07693031,86.04655442,1,10,-1.3,87.25,86.63467295,86.19924973,0.435423222,0.367402308,1,4
2018/9/28,87.35,87.65,86.6,86.9,-0.45,0.769230769,89.61539547,82.53136647,1,9,0.45,87.0125,86.5227953,86.1151897,0.407605599,0.35039708,1,3
2018/9/27,86.6,87.45,86.6,87.35,0.45,1.11627907,95.96155474,78.98935197,1,8,-0.45,87.1875,86.43375809,86.04340488,0.390353205,0.33609495,1,2
2018/9/26,86.9,87,86.75,86.9,-0.2,0.906976744,88.12837862,70.50325058,1,7,0.45,86.8875,86.2967141,85.95187727,0.34483683,0.322530386,1,1
2018/9/25,86.65,87.15,86.6,87.1,0.25,1.131578947,86.84373073,61.69068656,1,6,-0.2,86.9875,86.18929848,85.87702745,0.31227103,0.316953775,0,11
2018/9/21,86.25,86.85,85.9,86.85,0.95,1.225806452,73.68664872,49.11416448,1,5,0.25,86.6125,86.04417094,85.78818965,0.255981286,0.318124462,0,10
2018/9/20,86.45,86.55,85.8,85.9,-0.25,0.612903226,49.2396505,36.82792236,1,4,0.95,86.0375,85.94083838,85.72224482,0.218593556,0.333660256,0,9
2018/9/19,85.8,86.3,85.7,86.15,0.75,0.774193548,43.21431447,30.62205828,1,3,-0.25,86.075,85.92326354,85.69702441,0.22623913,0.362426931,0,8
2018/9/18,85.6,85.7,85.2,85.4,-0.45,0.219512195,26.11179428,24.32593019,1,2,0.75,85.425,85.89567509,85.66678636,0.22888873,0.396473881,0,7
2018/9/17,86.5,86.5,85.7,85.85,-0.65,0.43902439,28.19208166,23.43299814,1,1,-0.45,85.975,85.98125238,85.68612927,0.29512311,0.438370169,0,6
2018/9/14,85.75,86.5,85.6,86.5,1.55,0.756097561,20.33690298,21.05345638,0,10,-0.65,86.275,85.98238917,85.66301961,0.319369565,0.474181933,0,5
2018/9/13,85.8,85.8,84.9,84.95,-0.6,-0.413793103,-7.299523572,21.41173308,0,9,1.55,85.15,85.92918721,85.61406118,0.315126028,0.512885025,0,4
2018/9/12,85.85,85.9,85.25,85.55,-0.1,-0.052631579,9.740369814,35.76736141,0,8,-0.6,85.5625,86.07085761,85.65118607,0.419671535,0.562324775,0,3
2018/9/11,85.95,86,85.4,85.65,-0.35,-0.225806452,17.24213367,48.7808572,0,7,-0.1,85.675,86.16328626,85.65828096,0.505005305,0.597988085,0,2
2018/9/10,86.6,86.6,85.65,86,-0.4,-0.192307692,37.15352308,64.55021897,0,6,-0.35,86.0625,86.25206558,85.65694344,0.595122149,0.62123378,0,1
