日期,開盤,最高,最低,收盤,漲跌,RSV,%K,%D,state,days,y,DI,EMA12,EMA26,DIF,MACD,mstate,mdays
2018/9/7,86.2,86.45,86,86.4,-0.1,0.425,65.34566924,78.24856692,0,5,-0.4,86.3125,86.28653205,85.62449891,0.662033144,0.627761687,1,9
2018/9/6,86.9,86.9,86.2,86.5,-0.5,0.618181818,76.76850386,84.70001575,0,4,-0.1,86.525,86.28181061,85.56945882,0.712351786,0.619193823,1,8
2018/9/5,87,87.3,86.7,87,0,0.8,84.24366488,88.6657717,0,3,-0.5,87,86.23759436,85.49301553,0.744578828,0.595904332,1,7
2018/9/4,86.8,87,86.45,87,0.55,0.810344828,86.36549732,90.87682511,0,2,0,86.8625,86.09897515,85.37245677,0.726518378,0.558735709,1,6
2018/9/3,86.95,87.2,86.4,86.45,-0.5,0.633333333,89.0310046,93.13248901,0,1,0.55,86.625,85.96015245,85.25325331,0.706899136,0.516790041,1,5
2018/8/31,87,87,86.45,86.95,-0.6,0.833333333,101.8798402,95.18323121,1,8,-0.5,86.8375,85.83927108,85.14351358,0.695757498,0.469262768,1,4
2018/8/30,87.8,88.35,87.45,87.55,0.3,1.083333333,111.1530937,91.8349267,1,7,-0.6,87.725,85.65777491,85.00799466,0.649780244,0.412639085,1,3
2018/8/29,86.45,87.35,86.45,87.25,1,1.384615385,112.5629739,82.17584321,1,6,0.3,87.075,85.2819158,84.79063424,0.491281563,0.353353796,1,2
2018/8/28,85.95,86.4,85.95,86.25,0.7,1.368421053,99.61369156,66.98227789,1,5,1,86.2125,84.95590049,84.60788498,0.348015515,0.318871854,1,1
2018/8/27,85,85.55,85,85.55,0.75,1.357142857,80.99948471,50.66657105,1,4,0.7,85.4125,84.72742785,84.47951578,0.247912079,0.311585938,0,12
2018/8/24,85,85.1,84.45,84.8,-0.25,0.821428571,53.64208421,35.50011422,1,3,0.75,84.7875,84.60286928,84.40487704,0.197992245,0.327504403,0,11
2018/8/23,84.8,85.2,84.6,85.05,0.4,0.682926829,39.39169774,26.42912923,1,2,-0.25,84.975,84.56930006,84.3742672,0.195032861,0.359882442,0,10
2018/8/22,84.7,84.85,84.35,84.65,0.1,0.4,24.94120515,19.94784497,1,1,0.4,84.625,84.49553644,84.32620858,0.16932786,0.401094838,0,9
2018/8/21,83.9,84.65,83.9,84.55,0.6,0.36,17.41180773,17.45116488,0,8,0.1,84.4125,84.47199761,84.30230526,0.169692344,0.459036582,0,8
2018/8/20,83.9,84.1,83.7,83.95,0.3,0.12,8.117711588,17.47084345,0,7,0.6,83.925,84.48281535,84.29348968,0.18932567,0.531372642,0,7
2018/8/17,83.95,84.15,83.6,83.65,-0.15,-0.041666667,6.176567383,22.14740939,0,6,0.3,83.7625,84.58423633,84.32296886,0.261267468,0.616884385,0,6
2018/8/16,83.25,84.1,83.05,83.8,0.05,0.020833333,11.34818441,30.13283039,0,5,-0.15,83.6875,84.73364293,84.36780637,0.365836564,0.705788614,0,5
2018/8/15,84.5,84.5,83.45,83.75,-0.8,-0.090909091,15.98060994,39.52515338,0,4,0.05,83.8625,84.92385074,84.42223088,0.501619861,0.790776627,0,4
2018/8/14,84.4,84.6,84.05,84.55,0.6,0.272727273,28.51636946,51.2974251,0,3,-0.8,84.4375,85.1168236,84.46700935,0.649814252,0.863065818,0,3
2018/8/13,85.05,85.05,83.65,83.95,-1.75,-0.692307692,29.13819056,62.68795291,0,2,0.6,84.15,85.24033698,84.46937009,0.770966886,0.91637871,0,2
2018/8/10,85.7,86.15,85.65,85.7,-0.45,0.653846154,78.32267045,79.46283409,0,1,-1.75,85.8,85.43858007,84.4949197,0.943660365,0.952731666,0,1
2018/8/9,86.1,86.25,85.7,86.15,0,1,84.79169798,80.03291591,1,1,-0.45,86.0625,85.37286735,84.39051328,0.982354074,0.954999491,1,24
2018/8/8,85.8,86.4,85.8,86.15,0.65,1,77.18754698,77.65352488,0,5,0,86.125,85.2474796,84.25675434,0.990725258,0.948160845,1,23
2018/8/7,85.7,85.8,85.4,85.5,-0.2,0.535714286,65.78132046,77.88651383,0,4,0.65,85.55,85.08793043,84.10729469,0.980635746,0.937519742,1,22
2018/8/6,85.55,86.1,85.35,85.7,0.15,0.689655172,71.88626641,83.93911051,0,3,-0.2,85.7125,85.00391779,83.99187826,1.012039523,0.926740741,1,21
2018/8/3,85.4,85.7,85.35,85.55,0.7,0.625,73.34664099,89.96553257,0,2,0.15,85.5375,84.87508466,83.85422852,1.020856132,0.905416046,1,20
2018/8/2,86.1,86.15,84.85,84.85,-1.3,0.1875,78.76996149,98.27497835,0,1,0.7,85.175,84.7546455,83.71956681,1.035078696,0.876556024,1,19
2018/8/1,85.8,86.2,85.8,86.15,0.6,1.1875,108.7799422,108.0274868,1,1,-1.3,86.075,84.67821741,83.60313215,1.075085261,0.836925356,1,18
2018/7/31,85.35,85.7,85.05,85.55,0,0.943396226,103.7949134,107.6512591,0,2,0.6,85.4625,84.42425694,83.40538272,1.018874219,0.77738538,1,17
2018/7/30,85.65,85.9,85.4,85.55,-0.15,0.952380952,108.5225587,109.5794319,0,1,0,85.6,84.23548547,83.24081334,0.994672135,0.71701317,1,16
2018/7/27,85.1,85.75,85.1,85.7,0.7,1.285714286,115.1647905,110.1078685,1,3,-0.15,85.5625,83.98739192,83.05207841,0.935313518,0.647598429,1,15
2018/7/26,84.75,85.25,84.75,85,0.25,1.113636364,108.4614714,107.5794075,1,2,0.7,85,83.70100864,82.85124468,0.849763959,0.575669656,1,14
2018/7/25,84.05,84.85,84.05,84.75,0.05,1.023255814,107.0103889,107.1383756,0,1,0.25,84.6,83.46482839,82.67934425,0.785484137,0.507146081,1,13
2018/7/24,84.45,84.7,84.15,84.7,0.15,1.016949153,109.3527927,107.202369,1,3,0.05,84.5625,83.25843355,82.52569179,0.732741759,0.437561566,1,12
2018/7/23,84.3,84.75,83.85,84.55,-0.1,0.966101695,113.1817314,106.1271571,1,2,0.15,84.425,83.02133056,82.36274714,0.658583425,0.363766518,1,11
2018/7/20,84,84.7,84,84.65,1.35,1.787878788,121.4675123,102.59987,1,1,-0.1,84.5,82.76611794,82.19776691,0.568351029,0.290062292,1,10
2018/7/19,83.1,83.8,83.05,83.3,0.25,0.979166667,92.80732904,93.16604881,0,3,1.35,83.3625,82.45086665,82.01358826,0.437278392,0.220490108,1,9
2018/7/18,83.15,83.5,82.95,83.05,0.5,0.884615385,90.25266023,93.34540869,0,2,0.25,83.1375,82.28511513,81.90567532,0.379439813,0.166293037,1,8
2018/7/17,82.85,82.85,82.4,82.55,-0.45,0.692307692,91.14822111,94.89178292,0,1,0.5,82.5875,82.13013607,81.80712935,0.323006721,0.113006342,1,7
2018/7/16,83.3,83.45,83,83,-0.35,0.865384615,102.1069471,96.76356383,1,12,-0.45,83.1125,82.04697899,81.74469969,0.302279295,0.060506248,1,6
2018/7/13,83,83.4,82.8,83.35,0.7,1.368421053,109.8911898,94.09187221,1,11,-0.35,83.225,81.8532479,81.63527567,0.217972226,6.29859E-05,1,5
2018/7/12,81.6,82.65,81.5,82.65,0.95,1.117647059,96.41573209,86.19221341,1,10,0.7,82.3625,81.60383842,81.50809772,0.095740699,-0.054414324,1,4
2018/7/11,81.7,81.9,81.3,81.7,-0.75,0.6875,88.74124519,81.08045408,1,9,0.95,81.65,81.46589995,81.43974554,0.026154413,-0.09195308,1,3
2018/7/10,82.65,82.8,82.35,82.45,0.2,1.090909091,98.73686779,77.25005852,1,8,-0.75,82.5125,81.43242722,81.42292519,0.009502034,-0.121479953,1,2
2018/7/9,81.75,82.45,81.55,82.25,1.3,1.571428571,93.55984714,66.50665388,1,7,0.2,82.125,81.23605035,81.3357592,-0.09970885,-0.15422545,1,1
2018/7/6,81.1,81.15,80.2,80.95,0.2,0.642857143,61.76834214,52.98005725,1,6,1.3,80.8125,81.07442314,81.27261994,-0.198196795,-0.1678546,0,15
2018/7/5,81.45,81.45,80.6,80.75,-0.65,0.5,60.50965607,48.58591481,1,5,0.2,80.8875,81.12204553,81.30942953,-0.187384001,-0.160269051,0,14
2018/7/4,81.15,81.6,81.1,81.4,0.25,0.964285714,65.7644841,42.62404418,1,4,-0.65,81.375,81.16469017,81.34318389,-0.178493722,-0.153490314,0,13
2018/7/3,81.3,81.95,80.6,81.15,0.1,0.75862069,50.43244044,31.05382422,1,3,0.25,81.2125,81.12645202,81.3406386,-0.214186584,-0.147239462,0,12
2018/7/2,81.5,81.9,81,81.05,-0.4,0.689655172,37.71762617,21.36451611,1,2,0.1,81.25,81.11080693,81.35088969,-0.240082759,-0.130502681,0,11
2018/6/29,80.3,81.55,80.2,81.45,1.4,0.736842105,22.09368064,13.18796108,1,1,-0.4,81.1625,81.0854991,81.35896087,-0.273461765,-0.103107662,0,10
2018/6/28,80.05,80.4,79.8,80.05,-0.35,-0.225806452,-3.701584305,8.735101305,0,12,1.4,80.075,81.07149894,81.37467774,-0.303178797,-0.060519136,0,9
2018/6/27,80.75,80.9,80.3,80.4,-0.3,-0.083333333,5.737946123,14.95344411,0,11,-0.35,80.5,81.25268057,81.47865196,-0.225971391,0.000145779,0,8
2018/6/26,80.7,80.7,80,80.7,-0.2,0.041666667,12.77358585,19.5611931,0,10,-0.3,80.525,81.38953158,81.55694411,-0.167412535,0.056675072,0,7
2018/6/25,80.85,81.05,80.7,80.9,-0.25,0.125,17.07704544,22.95499673,0,9,-0.2,80.8875,81.54671914,81.63949964,-0.092780505,0.112696973,0,6
2018/6/22,80.8,81.2,80.35,81.15,-0.1,0.229166667,19.36556816,25.89397238,0,8,-0.25,80.9625,81.66657716,81.69965961,-0.033082451,0.164066343,0,5
2018/6/21,81.5,81.6,81.2,81.25,-0.25,0.228070175,17.59001891,29.15817448,0,7,-0.1,81.325,81.79459119,81.75863238,0.035958809,0.213353541,0,4
2018/6/20,80.65,81.7,80.3,81.5,0.9,0.315789474,14.9815196,34.94225227,0,6,-0.25,81.25,81.87997141,81.79332297,0.086648436,0.257702224,0,3
2018/6/19,81.1,81.2,80.6,80.6,-1.35,-0.676470588,6.68280571,44.9226186,0,5,0.9,80.75,81.99451167,81.83678881,0.157722854,0.300465672,0,2
2018/6/15,81.6,81.95,81.2,81.95,0.2,0.117647059,43.84773798,64.04252505,0,4,-1.35,81.7625,82.22078651,81.92373192,0.297054597,0.336151376,0,1
2018/6/14,82.5,82.55,81.75,81.75,-1.25,0.19047619,59.88925402,74.13991859,0,3,0.2,81.95,82.30411133,81.93663047,0.367480865,0.345925571,1,9
2018/6/13,82.45,83.1,82.35,83,0.5,0.833333333,80.31007151,81.26525087,0,2,-1.25,82.8625,82.36849521,81.93556091,0.432934306,0.340536747,1,8
2018/6/12,82.25,82.5,81.95,82.5,-0.15,0.68852459,78.7984406,81.74284055,0,1,0.5,82.3625,82.27867616,81.86140578,0.417270381,0.317437358,1,7
2018/6/11,82.8,82.95,82.4,82.65,0.1,0.737704918,83.77143139,83.21504053,1,6,-0.15,82.6625,82.26343546,81.82131824,0.442117221,0.292479102,1,6
2018/6/8,83.3,83.3,82.5,82.55,-0.9,0.704918033,88.77190119,82.9368451,1,5,0.1,82.725,82.19087827,81.7540237,0.436854573,0.255069572,1,5
2018/6/7,83.5,83.6,83,83.45,0.15,1.051724138,97.91195015,80.01931705,1,4,-0.9,83.375,82.09376523,81.6763456,0.417419636,0.209623322,1,4
2018/6/6,82.65,83.35,82.65,83.3,0.8,1.318181818,94.28171832,71.0730005,1,3,0.15,83.15,81.86081346,81.54045325,0.320360213,0.157674243,1,3
2018/6/5,82.7,82.7,82.25,82.5,-0.1,0.954545455,75.51348657,59.46864159,1,2,0.8,82.4875,81.62641591,81.41168951,0.2147264,0.117002751,1,2
2018/6/4,81.8,82.6,81.8,82.6,1.25,1.222222222,65.54295713,51.44621909,1,1,-0.1,82.4,81.46985516,81.32562467,0.144230495,0.092571838,1,1
2018/6/1,80.8,81.45,80.8,81.35,0.6,0.527777778,37.20332459,44.39785007,0,3,1.25,81.2375,81.30073792,81.23967464,0.061063278,0.079657174,0,2
2018/5/31,80.8,80.95,80.55,80.75,0.35,0.194444444,29.41609799,47.99511282,0,2,0.6,80.75,81.31223572,81.23984861,0.072387111,0.084305648,0,1
2018/5/30,81.4,81.4,80.3,80.4,-1.45,-0.44,34.40192477,57.28462023,0,1,0.35,80.625,81.4144604,81.2790365,0.135423898,0.087285282,1,16
2018/5/29,82.2,82.2,81.5,81.85,-0.35,0.72,73.60288715,68.72596796,1,2,-1.45,81.85,81.55799865,81.33135942,0.226639232,0.075250628,1,15
2018/5/28,82.05,82.25,82,82.2,0.35,1.136363636,74.40433073,66.28750836,1,1,-0.35,82.1625,81.5049075,81.28986817,0.215039325,0.037403477,1,14
2018/5/25,81.55,82.05,81.4,81.85,0.3,0.580645161,54.78831428,62.22909718,0,7,0.35,81.7875,81.38534522,81.22005763,0.165287597,-0.007005485,1,13
2018/5/24,81.35,81.7,81.25,81.55,0.2,0.387096774,53.15021335,65.94948863,0,6,0.3,81.5125,81.31222617,81.17466224,0.137563937,-0.050078756,1,12
2018/5/23,81.9,82,81.3,81.35,-0.4,0.378378378,60.37048132,72.34912626,0,5,0.2,81.5,81.27581275,81.14763522,0.128177535,-0.096989429,1,11
2018/5/22,81.8,82.3,81.75,81.75,-0.3,0.634146341,71.63680306,78.33844873,0,4,-0.4,81.8875,81.23505143,81.11944603,0.1156054,-0.15328117,1,10
2018/5/21,81.2,82.1,81.2,82.05,1.1,0.82,75.74788752,81.68927157,0,3,-0.3,81.85,81.11642442,81.05800172,0.058422705,-0.220502813,1,9
2018/5/18,81.2,81.5,80.85,80.95,-0.25,0.483333333,72.62183128,84.65996359,0,2,1.1,81.0625,80.98304704,80.99464185,-0.01159481,-0.290234192,1,8
2018/5/17,81.95,82,81.2,81.2,-0.55,0.633802817,84.76608026,90.67902974,0,1,-0.25,81.4,80.96860105,80.9892132,-0.020612151,-0.359894037,1,7
2018/5/16,81.45,81.8,81.4,81.75,0.1,0.810126582,95.45897955,93.63550448,1,9,-0.55,81.675,80.89016488,80.95635026,-0.06618538,-0.444714509,1,6
2018/5/15,82.35,82.4,81.65,81.65,-0.85,0.784810127,102.6821402,92.72376695,1,8,0.1,81.8375,80.74746758,80.89885828,-0.151390696,-0.539346791,1,5
2018/5/14,82,82.6,81.9,82.5,0.9,1.295081967,114.782704,87.74458033,1,7,-0.85,82.375,80.54927987,80.82376694,-0.27448707,-0.636335815,1,4
2018/5/11,81.1,81.7,81.05,81.6,0.95,1.452380952,107.4199576,74.2255185,1,6,0.9,81.4875,80.21733075,80.69966829,-0.48233754,-0.726798001,1,3
2018/5/10,80.7,80.7,80.45,80.65,0.2,1.105263158,88.51088879,57.62829895,1,5,0.95,80.6125,79.98639089,80.63664176,-0.650250867,-0.787913116,1,2
2018/5/9,80,80.55,80,80.45,0.45,1.310344828,77.50317529,42.18700403,1,4,0.2,80.3625,79.87255287,80.6385731,-0.766020227,-0.822328679,1,1
2018/5/8,79.4,80.05,79.35,80,0.5,1,50.73752156,24.5289184,1,3,0.45,79.85,79.78347158,80.66065895,-0.877187371,-0.836405792,0,29
2018/5/7,79.5,79.55,78.8,79.5,0.55,0.655172414,26.10628234,11.42461682,1,2,0.5,79.3375,79.7713755,80.72551166,-0.954136164,-0.826210397,0,28
2018/5/4,78.55,79,78.4,78.95,0.4,0.181818182,6.400802817,4.083784058,1,1,0.55,78.825,79.85026195,80.83655259,-0.986290643,-0.794228956,0,27
2018/5/3,79.05,79.05,78.35,78.55,-0.85,-0.138888889,0.510295135,2.925274678,0,1,0.4,78.625,80.03667322,80.9974768,-0.960803586,-0.746213534,0,26
2018/5/2,80.05,80.15,79.4,79.4,-0.6,0.097222222,7.709887146,4.13276445,1,2,-0.85,79.5875,80.29334107,81.18727495,-0.893933873,-0.692566021,0,25
2018/4/30,79.65,80.15,79.05,80,0.8,0.263888889,6.703719609,2.344203102,1,1,-0.6,79.8,80.42167581,81.31525694,-0.893581128,-0.642224058,0,24
2018/4/27,79.6,79.65,78.8,79.2,0.15,0.041666667,-3.138865032,0.164444848,0,6,0.8,79.2125,80.53470778,81.4364775,-0.901769717,-0.579384791,0,23
2018/4/26,79.7,79.7,78.8,79.05,-0.25,-0.074626866,-6.791630881,1.816099788,0,5,0.15,79.15,80.7751092,81.6143957,-0.839286502,-0.498788559,0,22
2018/4/25,79.25,79.3,78.8,79.3,-0.25,-0.080645161,-6.456103037,6.119965122,0,4,-0.25,79.175,81.0705836,81.81154735,-0.740963758,-0.413664073,0,21
2018/4/24,79.9,79.95,79.05,79.55,-0.4,-0.137931034,-5.651896492,12.4079992,0,3,-0.25,79.525,81.41523516,82.02247114,-0.607235984,-0.331839152,0,20
2018/4/23,80.25,80.45,79.9,79.95,-0.8,-0.380952381,-1.581293013,21.43794705,0,2,-0.4,80.0625,81.75891428,82.22226883,-0.463354556,-0.262989944,0,19
2018/4/20,81,81.1,80.5,80.75,-1.9,-0.448275862,16.67567953,32.94756708,0,1,-0.8,80.775,82.06735324,82.39505034,-0.327697103,-0.212898791,0,18
2018/4/19,81.9,82.65,81.9,82.65,1.05,0.862068966,47.4273124,41.08351086,1,1,-1.9,82.4625,82.30232655,82.52465437,-0.222327814,-0.184199213,0,17
2018/4/18,81.6,82.1,81.35,81.6,0.2,0.137931034,28.03752032,37.91161009,0,2,1.05,81.6625,82.27320411,82.52962672,-0.256422609,-0.174667063,0,16
2018/4/17,82.4,82.4,81.35,81.4,-0.9,-0.068965517,35.15972875,42.84865497,0,1,0.2,81.6375,82.38424122,82.59899685,-0.214755635,-0.154228176,0,15
2018/4/16,82.65,82.65,82,82.3,-0.2,0.551724138,56.18786899,46.69311808,1,5,-0.9,82.3125,82.52001235,82.6759166,-0.155904253,-0.139096312,0,14
2018/4/13,82.7,82.8,82.3,82.5,0,0.689655172,56.69559659,41.94574263,1,4,-0.2,82.525,82.55774187,82.70498993,-0.147248063,-0.134894326,0,13
2018/4/12,83.05,83.15,82.25,82.5,-0.35,0.689655172,50.56063626,34.57081565,1,3,0,82.6,82.56369493,82.71938912,-0.155694191,-0.131805892,0,12
2018/4/11,82.9,83.1,82.75,82.85,0.35,0.710526316,41.35819577,26.57590535,1,2,-0.35,82.8875,82.55709401,82.72894025,-0.171846242,-0.125833817,0,11
2018/4/10,82.1,82.85,81.75,82.5,0.3,0.526315789,26.51097786,19.18476014,1,1,0.35,82.4,82.4970202,82.71625547,-0.219235278,-0.114330711,0,10
2018/4/9,82.15,82.3,81.6,82.2,0.7,0.368421053,13.45067732,15.52165128,0,3,0.3,82.075,82.51466023,82.74155591,-0.226895681,-0.088104569,0,9
2018/4/3,81.5,81.55,81.2,81.5,-0.75,-0.413793103,1.754963352,16.55713826,0,2,0.7,81.4375,82.59459846,82.79488039,-0.20028193,-0.053406791,0,8
2018/4/2,82.85,82.95,82.15,82.25,-0.7,0.085714286,23.3221002,23.95822571,0,1,-0.75,82.4,82.80497999,82.90347082,-0.098490823,-0.016688006,0,7
2018/3/31,82.85,83.05,82.75,82.95,0.1,0.485714286,30.69743602,24.27628846,1,2,-0.7,82.925,82.87861272,82.94374848,-0.065135762,0.003762698,0,6
2018/3/30,82.65,83.05,82.65,82.85,0.75,0.428571429,21.76043974,21.06571469,1,1,0.1,82.85,82.87017867,82.94524836,-0.075069692,0.020987313,0,5
2018/3/29,82.25,82.35,81.8,82.1,-0.15,0,11.21208818,20.71835216,0,11,0.75,82.0875,82.87384752,82.95286823,-0.079020712,0.045001564,0,4
2018/3/28,82.9,82.9,82.2,82.25,-1.15,0.069767442,16.81813227,25.47148416,0,10,-0.15,82.4,83.01681979,83.02209769,-0.005277894,0.076007133,0,3
2018/3/27,83,83.4,82.95,83.4,1.2,0.590909091,21.73882631,29.7981601,0,9,-1.15,83.2875,83.12896885,83.0718655,0.057103344,0.09632839,0,2
2018/3/26,81.85,82.2,81.6,82.2,0.1,0.035087719,3.062784917,33.827827,0,8,1.2,82.05,83.100145,83.05461474,0.045530258,0.106134652,0,1
2018/3/23,81.85,82.4,81.8,82.1,-1.45,-1.035714286,2.83979141,49.21034804,0,7,0.1,82.1,83.29108046,83.13498392,0.156096533,0.12128575,1,14
2018/3/22,84,84.6,83.45,83.55,-0.3,0.333333333,56.0454014,72.39562635,0,6,-1.45,83.7875,83.50764054,83.21778264,0.289857902,0.112583054,1,13
2018/3/21,83.8,84.1,83.6,83.85,0.05,0.5,67.40143543,80.57073882,0,5,-0.3,83.85,83.456757,83.17220525,0.284551752,0.068264343,1,12
2018/3/20,83.2,83.8,83.2,83.8,-0.05,0.634920635,76.10215315,87.15539052,0,4,0.05,83.65,83.38525827,83.11798167,0.267276605,0.01419249,1,11
2018/3/19,83.65,84.1,83.45,83.85,-0.05,0.650793651,82.40719798,92.6820092,0,3,-0.05,83.8125,83.33712341,83.0754202,0.261703212,-0.049078538,1,10
2018/3/16,84,84.2,83.1,83.9,-0.35,0.75,91.07111443,97.81941481,0,2,-0.05,83.775,83.25069131,83.01645382,0.234237489,-0.126773976,1,9
2018/3/15,84,84.3,83.9,84.25,-0.05,0.833333333,99.10667165,101.193565,0,1,-0.35,84.175,83.15536245,82.95577012,0.19959233,-0.217026842,1,8
2018/3/14,84.35,84.45,84,84.3,-0.65,0.845238095,106.9933408,102.2370117,1,16,-0.05,84.2625,82.96997381,82.85823173,0.111742075,-0.321181636,1,7
2018/3/13,84.35,84.95,84.3,84.95,0.8,1.235294118,118.2281064,99.8588471,1,15,-0.65,84.7875,82.73496904,82.74589027,-0.010921225,-0.429412563,1,6
2018/3/12,83.6,84.25,83.55,84.15,1.3,1.619047619,115.5774538,90.67421743,1,14,0.8,84.025,82.3617816,82.58256149,-0.220779894,-0.534035398,1,5
2018/3/9,82.9,83,82.7,82.85,0.1,1.05,92.41379974,78.22259924,1,13,1.3,82.85,82.05937825,82.46716641,-0.407788159,-0.612349274,1,4
2018/3/8,82.15,82.8,82.15,82.75,0.95,1.212121212,86.1206996,71.126999,1,12,0.1,82.6125,81.91562884,82.43653972,-0.52091088,-0.663489553,1,3
2018/3/7,81.75,82.45,81.7,81.8,-0.35,0.636363636,68.5749888,63.6301487,1,11,0.95,81.9375,81.788925,82.4224629,-0.633537905,-0.699134221,1,2
2018/3/6,81.65,82.15,81.6,82.15,1.4,0.907407407,71.04430138,61.15772865,1,10,-0.35,82.0125,81.76191136,82.46125993,-0.699348574,-0.7155333,1,1
2018/3/5,81.1,81.5,80.65,80.75,-0.4,0.507462687,61.1960817,56.21444228,1,9,1.4,80.9125,81.71634979,82.49716073,-0.78081094,-0.719579481,0,18
2018/3/2,80.85,81.2,80.45,81.15,-0.6,0.626865672,66.42098822,53.72362257,1,8,-0.4,80.9875,81.8625043,82.62393359,-0.761429291,-0.704271617,0,17
2018/3/1,81.55,81.95,81.15,81.75,-0.6,0.805970149,68.28819874,47.37493975,1,7,-0.6,81.65,82.02159599,82.75484827,-0.733252288,-0.689982198,0,16
2018/2/27,83.1,83.2,82.35,82.35,-0.05,0.985074627,62.13379065,36.91831025,1,6,-0.6,82.5625,82.08915889,82.84323614,-0.754077243,-0.679164676,0,15
